구,법정동,단지명,면적,매매가,2개월전,2개월평균,최근거래,최근일자,괴리율,추세,전세평균,전세범위,매매건수,전세건수,준공,연식,여의도,청계산,독립문,통근가중,KB전세가율,할인율,갭,갭대출,갭필요현금,실거주대출,실거주필요현금,주상복합,총점_갭,총점_실거주,총점_전월세,S1,S2,S3,S4,S5,S6,S7,S8
마포구,공덕동,래미안공덕4차,59㎡,18.39,,18.39,18.25,03.03,,1.0,6.64,6.3~7.0,4,9,2005,21,15,52,30,37.2,47.4,-28.6,11.75,,12.36,6.0,13.0,False,60.0,58.5,54.0,6,10,6,5,6,5,4,4
마포구,염리동,염리삼성래미안,59㎡,16.5,16.7,16.5,16.5,01.31,-1.2,-1.2,5.94,4.6~7.2,2,5,2001,25,22,54,37,41.2,47.4,-15.4,10.56,0.06,11.04,6.0,11.04,False,44.0,43.5,44.0,2,10,3,5,4,5,4,4
마포구,신수동,신촌삼익,59㎡,13.6,,13.6,14.1,02.13,,4.0,,5.0~5.0,3,1,1997,29,18,50,33,37.2,47.4,4.9,,,,6.0,8.05,False,64.0,62.5,54.0,8,10,3,5,6,5,6,4
마포구,신공덕동,신공덕래미안2차,59㎡,15.27,14.7,15.27,15.7,03.14,6.8,3.9,5.21,4.4~5.9,3,5,2000,26,11,48,26,33.2,47.4,-6.8,10.06,0.79,9.77,6.0,9.77,False,60.0,60.5,57.0,6,10,3,7,6,5,4,4
마포구,아현동,공덕자이,59㎡,22.25,,22.25,22.5,02.27,,2.3,7.91,7.2~8.5,2,14,2015,11,13,50,24,35.2,47.4,-55.6,14.34,,15.07,6.0,16.98,False,62.0,64.5,62.0,6,10,3,7,8,7,4,4
마포구,아현동,서서울삼성,84㎡,13.2,13.2,,13.2,01.10,0.0,22.2,6.07,6.0~6.2,2,3,1998,28,13,50,24,35.2,47.4,17.1,7.13,,7.57,6.0,7.64,False,76.0,78.5,67.0,10,10,3,7,8,5,10,4
마포구,용강동,래미안마포리버웰,84㎡,29.9,29.8,29.9,29.9,01.24,0.3,0.3,11.63,10.6~12.0,2,7,2015,11,12,50,31,34.8,47.4,-87.9,18.27,,19.26,6.0,24.89,False,55.0,57.5,57.0,4,10,3,7,6,7,4,4
마포구,마포동,마포쌍용황금아파트,59㎡,14.05,,14.05,14.9,02.06,,12.9,,5.0~5.0,2,1,2000,26,9,47,28,31.8,47.4,1.8,,,,6.0,8.51,False,73.0,72.5,62.0,10,10,3,7,6,5,6,4
마포구,도화동,한화오벨리스크,84㎡,11.7,14.75,11.7,11.6,03.06,-21.4,-20.7,,7.5~7.5,3,1,2004,22,9,47,28,31.8,47.4,26.5,,,,6.0,6.09,False,48.0,54.5,55.0,2,8,3,7,6,5,10,4
마포구,신수동,신촌숲아이파크,84㎡,24.0,25.2,24.0,24.0,02.10,-4.8,-4.8,9.67,2.9~11.5,2,16,2019,7,18,50,33,37.2,47.4,-50.8,14.33,,15.12,6.0,18.79,False,47.0,49.5,51.0,2,10,3,5,6,9,4,4
마포구,도화동,마포동원베네스트,59㎡,13.8,13.8,,13.8,01.21,0.0,3.0,6.33,5.8~7.3,2,5,2010,16,9,47,28,31.8,47.4,3.5,7.47,,7.93,6.0,8.26,False,61.5,63.5,59.0,6,10,3,7,6,6,6,4
마포구,도화동,삼성,84㎡,20.7,21.9,20.7,20.7,03.04,-5.5,-5.5,7.22,5.9~8.0,2,6,1997,29,9,47,28,31.8,47.4,-30.1,13.48,,14.16,6.0,15.38,False,48.0,50.5,53.0,2,10,3,7,6,5,4,4
마포구,중동,마포중동현대,59㎡,9.43,7.85,9.43,9.4,02.21,19.7,20.1,4.01,2.2~4.7,3,4,2001,25,27,54,40,43.2,47.4,34.1,5.42,1.99,3.74,6.0,3.74,False,65.0,65.5,53.0,10,6,3,5,4,5,10,4
마포구,염리동,마포프레스티지자이,59㎡,24.0,24.0,24.0,24.0,02.01,0.0,0.0,8.71,6.8~9.8,2,8,2021,5,22,54,37,41.2,47.4,-67.8,15.29,,16.08,6.0,18.79,False,52.5,53.5,51.0,4,10,3,5,4,10,4,4
마포구,용강동,마포용강삼성래미안,59㎡,16.6,18.0,16.6,16.6,02.26,-7.8,-7.8,6.91,6.8~7.0,2,2,2003,23,12,50,31,34.8,47.4,-16.1,9.69,,10.24,6.0,11.15,False,48.0,50.5,53.0,2,10,3,7,6,5,4,4
마포구,염리동,염리삼성래미안,84㎡,19.4,18.0,19.4,19.4,02.28,7.8,7.8,8.28,7.6~9.0,2,2,2001,25,22,54,37,41.2,47.4,-21.9,11.12,,11.76,6.0,14.04,False,65.0,61.0,51.0,9,10,3,5,4,5,4,4
마포구,성산동,성사1차풍림아파트101동,84㎡,8.15,8.25,8.15,8.4,02.10,1.8,-1.2,,,3,0,2000,26,26,58,33,45.2,47.4,48.8,,,,5.71,2.66,False,39.0,42.5,42.0,2,6,3,3,6,5,10,4
마포구,신공덕동,신공덕1차삼성래미안1아파트,59㎡,17.95,17.45,17.95,17.95,02.26,2.9,2.9,6.7,6.1~7.5,2,15,2000,26,11,48,26,33.2,47.4,-25.5,11.25,,11.84,6.0,12.54,False,60.0,60.5,57.0,6,10,3,7,6,5,4,4
마포구,신수동,신수동성원,59㎡,11.0,12.5,11.0,11.0,02.23,-12.0,-12.0,4.69,4.4~5.0,2,2,1998,28,18,50,33,37.2,47.4,23.1,6.31,1.31,5.36,6.0,5.36,False,45.0,49.5,49.0,2,8,3,5,6,5,10,4
마포구,대흥동,대흥동태영아파트,59㎡,17.1,15.8,17.1,17.1,03.07,8.2,8.2,6.04,5.0~6.7,2,13,1999,27,18,50,33,37.2,47.4,-19.6,11.06,,11.62,6.0,11.66,False,66.0,63.0,54.0,9,10,3,5,6,5,4,4
마포구,중동,울트라월드컵(참누리),84㎡,13.37,,13.37,13.2,02.28,,-1.5,6.67,6.4~7.0,3,3,2006,20,27,54,40,43.2,47.4,16.0,6.7,,7.14,6.0,7.81,False,47.5,50.5,48.0,2,10,3,5,4,6,10,4
마포구,중동,DMC마포청구아파트,84㎡,10.96,,10.96,11.0,02.20,,0.7,5.49,4.9~6.5,4,6,1994,32,27,54,40,43.2,47.4,31.1,5.47,0.51,5.32,6.0,5.32,False,53.0,55.5,51.0,4,8,6,5,4,5,10,4
마포구,신수동,세양청마루,84㎡,15.55,,15.55,14.9,03.03,,-8.0,,6.7~6.7,2,1,2003,23,18,50,33,37.2,47.4,2.3,,,,6.0,10.06,False,46.0,47.5,48.0,2,10,3,5,6,5,6,4
마포구,창전동,마포웨스트리버태영데시앙,84㎡,20.62,,20.62,20.4,02.14,,-2.2,8.83,8.5~9.0,2,3,2019,7,18,45,33,34.2,47.4,-29.6,11.79,,12.47,6.0,15.3,False,50.0,54.5,57.0,2,10,3,7,6,9,4,4
마포구,도화동,도화현대,59㎡,15.2,,15.2,15.15,02.11,,-0.7,4.73,4.1~5.2,2,4,1998,28,9,47,28,31.8,47.4,-6.3,10.47,1.27,9.7,6.0,9.7,False,48.0,50.5,53.0,2,10,3,7,6,5,4,4
마포구,성산동,성산월드타운대림,59㎡,9.9,,9.9,9.8,03.04,,-2.0,4.89,4.8~5.0,2,2,2004,22,26,58,33,45.2,47.4,30.8,5.01,1.11,4.23,6.0,4.23,False,39.0,42.5,42.0,2,6,3,3,6,5,10,4
양천구,목동,성원2,59㎡,6.42,6.4,6.42,6.425,01.26,0.4,10.6,,,3,0,2000,26,23,56,55,42.8,45.2,32.6,,,,4.49,2.02,False,62.0,63.5,52.0,10,4,3,5,4,5,10,4
양천구,목동,건영,84㎡,6.62,7.15,6.62,7.0,02.23,-2.1,13.6,4.45,4.3~4.5,4,4,1994,32,23,56,55,42.8,45.2,40.8,2.17,0.18,2.09,4.63,2.09,False,65.0,66.5,55.0,10,4,6,5,4,5,10,4
양천구,목동,목동청구한신아파트,84㎡,20.66,20.8,20.66,20.78,02.20,-0.1,2.8,8.64,7.5~9.7,5,20,1997,29,23,56,55,42.8,45.2,-84.8,12.02,,12.7,6.0,15.34,False,59.0,56.5,51.0,6,10,6,5,4,5,4,4
양천구,목동,우성,84㎡,17.27,17.1,17.27,17.3,02.06,1.2,0.6,7.0,6.0~9.0,4,3,1992,34,23,56,55,42.8,45.2,-54.4,10.27,,10.84,6.0,11.84,False,53.0,51.5,49.0,4,10,6,5,4,5,4,4
양천구,목동,목동롯데캐슬마에스트로,84㎡,13.3,14.0,13.3,13.3,01.28,-5.0,-5.0,7.58,6.8~8.3,2,4,2019,7,23,56,55,42.8,45.2,-18.9,5.72,,6.16,6.0,7.74,False,46.0,47.5,48.0,2,10,3,5,4,9,4,4
양천구,목동,금호어울림,84㎡,14.77,14.2,14.77,14.4,02.20,1.4,0.3,,,4,0,2004,22,23,56,55,42.8,45.2,-32.1,,,,6.0,9.26,False,53.0,51.5,49.0,4,10,6,5,4,5,4,4
양천구,목동,목동롯데캐슬마에스트로,59㎡,12.65,11.7,12.65,12.5,02.20,6.8,3.9,6.56,6.0~7.0,4,4,2019,7,23,56,55,42.8,45.2,-32.9,6.09,,6.51,6.0,7.07,False,61.0,60.5,55.0,6,10,6,5,4,9,4,4
양천구,목동,월드메르디앙2,84㎡,11.32,12.1,11.32,10.5,02.25,-13.2,-6.4,,8.2~8.2,3,1,2003,23,23,56,55,42.8,45.2,-1.2,,,,6.0,5.69,False,41.0,41.5,43.0,2,8,3,5,4,5,4,4
양천구,목동,롯데캐슬위너,59㎡,12.19,11.5,12.19,12.8,02.23,11.3,6.5,5.56,5.0~6.0,4,3,2005,21,23,56,55,42.8,45.2,-28.0,6.63,0.44,6.59,6.0,6.59,False,65.0,61.5,53.0,8,10,6,5,4,5,4,4
양천구,목동,목동신시가지7,59㎡,25.0,23.9,25.0,25.0,02.10,4.6,4.6,5.55,4.4~6.5,2,5,1986,40,23,56,55,42.8,45.2,-162.6,19.45,0.45,19.82,6.0,19.82,False,63.0,60.5,52.0,8,10,3,5,4,7,4,4
양천구,목동,스카이빌아파트,84㎡,10.82,,10.82,10.95,02.10,,2.3,7.2,6.4~8.0,2,2,2002,24,23,56,55,42.8,45.2,3.2,3.62,,3.98,6.0,5.18,False,54.0,53.5,48.0,6,8,3,5,4,5,6,4
양천구,목동,웨스트빌(102동),84㎡,8.38,,8.38,8.85,03.12,,12.0,,,2,0,2005,21,23,56,55,42.8,45.2,25.1,,,,5.87,2.75,False,65.0,65.5,53.0,10,6,3,5,4,5,10,4
강서구,염창동,신동아,59㎡,9.0,8.45,9.0,9.0,02.13,6.5,6.5,4.35,3.9~4.8,2,5,1995,31,22,55,54,41.8,54.6,1.5,4.65,1.65,3.3,6.0,3.3,False,60.0,56.5,52.0,8,6,3,5,4,5,6,6
강서구,염창동,염창1차한화꿈에그린,84㎡,14.28,14.28,,14.28,01.22,0.0,7.3,7.71,7.0~8.5,2,6,2005,21,22,55,54,41.8,54.6,-35.7,6.57,,7.04,6.0,8.75,False,68.0,61.0,54.0,9,10,3,5,4,5,4,6
강서구,염창동,현대2,84㎡,8.5,8.5,,8.5,01.22,0.0,4.0,,5.0~5.0,2,1,1993,33,22,55,54,41.8,54.6,19.2,,,,5.95,2.8,False,62.0,60.5,54.0,8,6,3,5,4,5,10,6
강서구,염창동,삼성한아름,84㎡,8.71,,8.71,9.0,02.23,,3.8,3.91,3.7~4.1,3,2,1993,33,22,55,54,41.8,54.6,17.2,4.8,2.09,2.98,6.0,2.98,False,56.0,55.5,52.0,6,6,3,5,4,5,10,6
강서구,염창동,염창1차보람더하임,84㎡,12.35,,12.35,11.9,02.05,,-7.0,6.73,6.3~7.4,2,3,2008,18,22,55,54,41.8,54.6,-17.4,5.62,,6.03,6.0,6.76,False,47.5,44.5,48.0,2,10,3,5,4,6,4,6
강서구,염창동,현대1,84㎡,11.04,9.1,11.04,11.9,03.04,30.8,10.6,4.77,3.5~5.6,7,6,1994,32,22,55,54,41.8,54.6,-4.9,6.27,1.23,5.4,6.0,5.4,False,71.0,64.5,57.0,10,8,6,5,4,5,4,6
강서구,가양동,강서한강자이,84㎡,15.9,,15.9,16.0,02.14,,1.9,7.33,6.8~8.0,3,12,2013,13,24,57,56,43.8,54.6,-51.1,8.57,,9.09,6.0,10.42,False,60.0,55.5,53.0,6,10,3,5,4,7,4,6
강서구,염창동,관음삼성,59㎡,9.64,9.35,9.64,9.25,03.02,-1.1,1.2,4.34,4.1~4.8,5,3,1997,29,22,55,54,41.8,54.6,-5.5,5.3,1.66,3.96,6.0,3.96,False,56.0,52.5,52.0,6,6,6,5,4,5,4,6
강서구,염창동,신동아,84㎡,9.88,,9.88,9.8,02.13,,-1.5,5.8,5.6~6.0,2,2,1995,31,22,55,54,41.8,54.6,6.1,4.08,0.2,4.21,6.0,4.21,False,43.0,43.5,47.0,2,6,3,5,4,5,8,6
강서구,염창동,동아3,59㎡,12.37,10.75,12.37,13.2,02.19,22.8,2.3,4.7,2.9~6.0,4,11,1999,27,22,55,54,41.8,54.6,-35.3,7.67,1.3,6.78,6.0,6.78,False,62.0,56.5,54.0,6,10,6,5,4,5,4,6
강서구,염창동,송촌,84㎡,8.36,,8.36,8.7,02.05,,8.3,,,2,0,2005,21,22,55,54,41.8,54.6,20.6,,,,5.85,2.74,False,65.0,63.0,55.0,9,6,3,5,4,5,10,6
강서구,염창동,염창1차한화꿈에그린,59㎡,13.88,,13.88,13.75,02.02,,-1.8,5.47,5.2~5.7,2,2,2005,21,22,55,54,41.8,54.6,-51.8,8.41,0.53,8.34,6.0,8.34,False,47.0,43.5,47.0,2,10,3,5,4,5,4,6
강서구,염창동,일신건영휴먼빌,84㎡,10.44,10.3,10.44,11.0,03.06,6.8,7.3,,,6,0,2004,22,22,55,54,41.8,54.6,0.8,,,,6.0,4.78,False,69.0,64.0,57.0,9,8,6,5,4,5,6,6
강서구,염창동,벽산늘푸른,84㎡,9.13,9.1,9.13,9.13,02.19,0.3,0.3,,4.7~4.7,2,1,1998,28,22,55,54,41.8,54.6,13.2,,,,6.0,3.43,False,49.0,48.5,49.0,4,6,3,5,4,5,8,6
강서구,염창동,우성2,84㎡,10.3,10.2,10.3,10.3,02.03,1.0,1.0,5.4,5.4~5.4,2,2,1992,34,22,55,54,41.8,54.6,2.1,4.9,0.6,4.64,6.0,4.64,False,57.0,53.5,51.0,6,8,3,5,4,5,6,6
강서구,염창동,대림,84㎡,10.5,10.4,10.5,10.5,02.14,1.0,1.0,,,2,0,1999,27,22,55,54,41.8,54.6,0.2,,,,6.0,4.85,False,57.0,53.5,51.0,6,8,3,5,4,5,6,6
강서구,염창동,동아,59㎡,9.6,9.3,9.6,9.6,02.11,3.2,6.8,4.64,3.6~5.2,3,8,1998,28,22,55,54,41.8,54.6,-5.0,4.96,1.36,3.92,6.0,3.92,False,59.0,54.5,51.0,8,6,3,5,4,5,4,6
강서구,염창동,삼성하나로,84㎡,8.9,8.49,8.9,9.3,03.02,9.5,4.7,,4.8~4.8,4,1,1994,32,22,55,54,41.8,54.6,15.4,,,,6.0,3.19,False,65.0,63.5,57.0,8,6,6,5,4,5,10,6
강서구,염창동,태진한솔,59㎡,9.7,8.6,9.7,9.7,03.08,12.8,2.8,,4.7~4.7,3,1,1994,32,22,55,54,41.8,54.6,-6.1,,,,6.0,4.02,False,53.0,49.5,49.0,6,6,3,5,4,5,4,6
강서구,가양동,한보구암마을,59㎡,7.7,8.0,7.7,7.7,02.04,-3.7,-1.3,4.18,3.6~4.5,3,3,1999,27,24,57,56,43.8,54.6,15.8,3.52,1.21,2.49,5.39,2.49,False,41.0,43.5,47.0,2,4,3,5,4,5,10,6
강서구,염창동,극동,84㎡,10.37,9.85,10.37,11.0,03.11,11.7,4.2,,,4,0,2000,26,22,55,54,41.8,54.6,1.5,,,,6.0,4.71,False,66.0,61.5,56.0,8,8,6,5,4,5,6,6
강서구,염창동,염창3우성,84㎡,8.5,9.3,8.5,7.5,02.14,-19.4,-8.6,5.56,4.8~6.0,3,5,1993,33,22,55,54,41.8,54.6,19.2,2.94,0.39,2.8,5.95,2.8,False,44.0,45.5,48.0,2,6,3,5,4,5,10,6
강서구,가양동,가양6단지,59㎡,11.3,10.5,11.3,11.3,02.28,7.6,7.6,3.91,3.0~5.0,2,13,1992,34,24,57,56,43.8,54.6,-23.6,7.39,2.09,5.67,6.0,5.67,False,65.0,59.0,53.0,9,8,3,5,4,5,4,6
강서구,염창동,동아,84㎡,11.43,11.37,11.43,11.45,03.03,0.7,0.5,5.33,4.8~7.0,3,8,1998,28,22,55,54,41.8,54.6,-8.6,6.1,0.67,5.81,6.0,5.81,False,50.0,46.5,48.0,4,8,3,5,4,5,4,6
강서구,염창동,e편한세상염창,84㎡,17.2,15.6,17.2,17.2,02.12,10.3,10.3,8.18,8.0~8.4,2,3,2019,7,22,55,54,41.8,54.6,-63.4,9.02,,9.59,6.0,11.77,False,73.0,67.5,59.0,10,10,3,5,4,9,4,6
강서구,염창동,태영,59㎡,7.87,8.0,7.87,7.87,02.10,-1.6,0.4,,3.9~3.9,3,1,1999,27,22,55,54,41.8,54.6,13.9,,,,5.51,2.56,False,46.0,46.5,48.0,4,4,3,5,4,5,8,6
강서구,염창동,금호타운,59㎡,9.6,8.7,9.6,9.6,02.22,10.3,10.3,4.52,4.4~4.6,2,3,1999,27,22,55,54,41.8,54.6,-5.0,5.08,1.48,3.92,6.0,3.92,False,65.0,59.5,53.0,10,6,3,5,4,5,4,6
강서구,염창동,강변코아루,84㎡,11.45,10.0,11.45,11.45,03.04,14.5,14.5,6.17,6.0~6.3,3,2,2007,19,22,55,54,41.8,54.6,-8.8,5.28,,5.66,6.0,5.83,False,68.5,62.5,55.0,10,8,3,5,4,6,4,6
강서구,염창동,염창동한강우성,84㎡,11.0,,11.0,11.0,02.14,,0.0,,,2,0,1990,36,22,55,54,41.8,54.6,-4.5,,,,6.0,5.36,False,51.0,48.5,50.0,4,8,3,5,4,7,4,6
강서구,염창동,주상복합태진가람,59㎡,5.6,,5.6,5.8,02.28,,7.4,3.35,2.8~3.9,2,2,1995,31,22,55,54,41.8,54.6,38.7,2.25,0.57,1.74,3.92,1.74,True,58.9,57.9,51.3,9,4,3,5,4,5,10,6
강서구,염창동,염창2차한화꿈에그린,84㎡,11.67,,11.67,11.9999,02.28,,-4.2,,,3,0,2006,20,22,55,54,41.8,54.6,-10.9,,,,6.0,6.06,False,44.5,42.5,47.0,2,8,3,5,4,6,4,6
강서구,염창동,태진한솔,84㎡,10.86,,10.86,11.0,02.28,,8.1,,6.5~6.5,3,1,1994,32,22,55,54,41.8,54.6,-3.2,,,,6.0,5.22,False,65.0,59.0,53.0,9,8,3,5,4,5,4,6
강서구,염창동,이너스내안에201동,84㎡,8.3,,8.3,8.2,02.24,,-2.4,,,2,0,2006,20,22,55,54,41.8,54.6,21.1,,,,5.81,2.72,False,44.5,46.5,49.0,2,6,3,5,4,6,10,6
강서구,염창동,강변한솔솔파크,84㎡,11.65,,11.65,12.5,02.23,,15.7,6.43,5.8~7.0,2,4,2005,21,22,55,54,41.8,54.6,-10.7,5.22,,5.6,6.0,6.03,False,68.0,61.5,54.0,10,8,3,5,4,5,4,6
강서구,염창동,삼성한마음,84㎡,9.7,,9.7,10.8,02.14,,25.6,,,2,0,1995,31,22,55,54,41.8,54.6,7.8,,,,6.0,4.02,False,67.0,63.5,55.0,10,6,3,5,4,5,8,6
강서구,가양동,가양우성,84㎡,11.62,,11.62,12.0,02.09,,8.4,5.31,4.7~6.0,3,8,1990,36,24,57,56,43.8,54.6,-10.4,6.31,0.69,6.0,6.0,6.0,False,66.0,61.0,55.0,9,8,3,5,4,7,4,6
강서구,염창동,극동상록수,84㎡,10.95,,10.95,11.0,02.13,,1.4,,,3,0,1999,27,22,55,54,41.8,54.6,-4.1,,,,6.0,5.31,False,56.0,51.5,50.0,6,8,3,5,4,5,4,6
강서구,염창동,월드메르디앙,84㎡,11.03,,11.03,11.25,02.11,,4.2,,5.7~5.7,2,1,2004,22,22,55,54,41.8,54.6,-4.8,,,,6.0,5.39,False,62.0,56.5,52.0,8,8,3,5,4,5,4,6
강서구,염창동,월드메르디앙,59㎡,9.4,,9.4,9.3,03.13,,-2.1,,5.0~5.0,2,1,2004,22,22,55,54,41.8,54.6,-2.8,,,,6.0,3.71,False,41.0,39.5,45.0,2,6,3,5,4,5,4,6
구로구,신도림동,대림2,84㎡,13.1,12.9,13.1,12.5,02.13,-3.1,1.6,6.45,5.6~6.8,3,6,2001,25,24,53,44,41.4,58.9,-51.2,6.65,,7.08,6.0,7.53,False,62.0,53.5,54.0,6,10,3,5,4,5,4,8
구로구,개봉동,개봉동현대아이파크,84㎡,9.26,9.12,9.26,9.85,03.07,8.0,1.8,5.85,5.8~5.9,11,4,2006,20,20,49,40,37.4,58.9,-6.9,3.41,0.15,3.57,6.0,3.57,False,61.5,55.5,58.0,6,6,8,5,4,6,4,8
구로구,구로동,한국현대,84㎡,5.8,,5.8,5.6,03.05,,-6.7,,3.1~3.1,2,1,1994,32,38,54,59,47.6,58.9,33.1,,,,4.06,1.8,False,41.0,38.5,44.0,2,4,3,3,4,5,10,8
구로구,고척동,삼환로즈빌,84㎡,9.28,9.0,9.28,9.3,03.04,3.3,2.5,4.38,4.0~4.8,9,2,2004,22,30,59,50,47.4,58.9,-7.1,4.9,1.62,3.59,6.0,3.59,False,58.0,49.5,51.0,6,6,8,3,4,5,4,8
구로구,구로동,삼성래미안,59㎡,7.88,,7.88,7.9,02.12,,0.6,4.53,3.7~4.8,2,10,2004,22,38,54,59,47.6,58.9,-10.6,3.35,0.99,2.56,5.52,2.56,False,44.0,37.5,43.0,4,4,3,3,4,5,4,8
구로구,구로동,우방,84㎡,6.47,6.0,6.47,6.55,02.23,9.2,7.8,3.54,3.2~4.0,3,3,1993,33,38,54,59,47.6,58.9,25.3,2.93,0.99,2.03,4.53,2.03,False,62.0,56.0,51.0,9,4,3,3,4,5,10,8
구로구,고척동,경남2,59㎡,5.24,,5.24,5.08,02.03,,-5.9,3.5,3.5~3.5,2,3,1999,27,30,59,50,47.4,58.9,26.5,1.74,0.17,1.63,3.67,1.63,False,41.0,38.5,44.0,2,4,3,3,4,5,10,8
구로구,오류동,삼천리,59㎡,5.78,5.9,5.78,5.85,03.09,-0.8,3.1,3.5,3.3~3.7,4,2,1998,28,24,53,44,41.4,58.9,18.9,2.28,0.55,1.8,4.05,1.8,False,59.0,56.5,57.0,6,4,6,5,4,5,10,8
구로구,고척동,한일유앤아이,84㎡,7.1,6.45,7.1,7.1,01.30,10.1,-7.2,,3.8~3.8,3,1,2005,21,30,59,50,47.4,58.9,18.1,,,,4.97,2.27,False,41.0,38.5,44.0,2,4,3,3,4,5,10,8
구로구,개봉동,개봉동현대아이파크,59㎡,8.25,7.3,8.25,7.8,03.01,6.8,5.1,4.67,4.2~5.0,8,3,2006,20,20,49,40,37.4,58.9,-15.8,3.58,1.1,2.7,5.77,2.7,False,67.5,60.5,60.0,8,6,8,5,4,6,4,8
구로구,개봉동,현대,84㎡,8.7,8.5,8.7,9.25,03.11,8.8,3.7,5.14,4.5~6.1,12,15,2001,25,20,49,40,37.4,58.9,-0.4,3.56,0.86,2.97,6.0,2.97,False,61.0,54.5,57.0,6,6,8,5,4,5,4,8
구로구,신도림동,대림1,59㎡,11.72,,11.72,12.5,02.19,,7.3,5.27,4.7~5.8,7,16,1999,27,24,53,44,41.4,58.9,-64.5,6.45,0.73,6.11,6.0,6.11,False,71.0,62.0,59.0,9,8,6,5,4,5,4,8
구로구,개봉동,현대홈타운,84㎡,8.57,7.95,8.57,9.08,02.27,14.2,5.1,4.85,3.7~6.0,7,2,2001,25,20,49,40,37.4,58.9,1.1,3.72,1.15,2.83,6.0,2.83,False,66.0,59.5,58.0,8,6,6,5,4,5,6,8
구로구,구로동,덕영드림,59㎡,5.28,5.5,5.28,5.28,01.30,-4.0,-4.0,4.05,4.0~4.1,2,2,2006,20,38,54,59,47.6,58.9,25.9,1.23,,1.29,3.7,1.64,False,41.5,39.5,45.0,2,4,3,3,4,6,10,8
구로구,개봉동,두산,59㎡,5.46,5.5,5.46,5.8,02.26,5.5,-1.5,3.35,3.0~3.7,6,6,1997,29,20,49,40,37.4,58.9,23.4,2.11,0.47,1.7,3.82,1.7,False,47.0,46.5,53.0,2,4,6,5,4,5,10,8
구로구,고척동,대우,84㎡,6.53,6.95,6.53,6.45,03.07,-7.2,-6.1,4.5,4.0~5.0,3,2,1999,27,30,59,50,47.4,58.9,24.6,2.03,0.07,2.06,4.57,2.06,False,41.0,38.5,44.0,2,4,3,3,4,5,10,8
구로구,고척동,청구,59㎡,5.81,5.85,5.81,6.0,02.26,2.6,1.2,3.35,3.1~3.5,6,5,1999,27,30,59,50,47.4,58.9,18.5,2.46,0.72,1.81,4.07,1.81,False,56.0,51.5,51.0,6,4,6,3,4,5,10,8
구로구,신도림동,대림2,59㎡,12.18,11.85,12.18,12.25,02.21,3.4,-0.0,5.19,4.0~6.0,8,9,2001,25,24,53,44,41.4,58.9,-71.0,6.99,0.81,6.58,6.0,6.58,False,61.0,53.5,57.0,4,10,8,5,4,5,4,8
구로구,신도림동,현대홈타운아파트,59㎡,9.75,9.3,9.75,9.8,02.14,5.4,3.8,4.35,4.0~4.7,4,2,1999,27,24,53,44,41.4,58.9,-36.9,5.4,1.65,4.07,6.0,4.07,False,59.0,52.5,55.0,6,6,6,5,4,5,4,8
구로구,신도림동,디큐브시티,84㎡,15.18,,15.18,14.9,02.14,,-3.6,8.47,8.2~8.7,2,3,2011,15,24,53,44,41.4,58.9,-75.2,6.71,,7.21,6.0,9.68,False,51.0,45.5,52.0,2,10,3,5,4,7,4,8
구로구,오류동,동부(105동~106동),59㎡,4.59,5.05,4.59,4.59,01.30,-9.1,-9.1,3.35,3.2~3.5,2,2,1999,27,24,53,44,41.4,58.9,35.6,1.24,,1.29,3.21,1.43,False,44.0,43.5,50.0,2,4,3,5,4,5,10,8
구로구,구로동,중앙하이츠(1269),59㎡,7.12,7.0,7.12,7.3,02.10,4.3,1.6,,,4,0,2001,25,38,54,59,47.6,58.9,0.1,,,,4.98,2.27,False,54.0,47.5,49.0,6,4,6,3,4,5,6,8
구로구,개봉동,한진,84㎡,6.65,,6.65,7.28,03.15,,5.6,4.13,4.0~4.3,8,6,2000,26,20,49,40,37.4,58.9,23.3,2.52,0.53,2.1,4.66,2.1,False,67.0,63.5,61.0,8,4,8,5,4,5,10,8
구로구,구로동,신도림현대,84㎡,10.25,9.95,10.25,10.33,02.08,3.8,5.4,4.99,4.2~5.5,4,16,1994,32,38,54,59,47.6,58.9,-18.3,5.26,1.01,4.59,6.0,4.59,False,65.0,54.5,52.0,8,8,6,3,4,5,4,8
구로구,신도림동,동아2,84㎡,14.6,14.75,14.6,14.6,01.31,-1.0,-1.0,,6.8~6.8,2,1,2000,26,24,53,44,41.4,58.9,-68.5,,,,6.0,9.08,False,50.0,43.5,50.0,2,10,3,5,4,5,4,8
구로구,온수동,온수힐스테이트,59㎡,6.86,,6.86,6.5,02.25,,-3.9,3.33,1.9~4.5,4,8,2010,16,26,55,46,43.4,58.9,3.7,3.53,1.47,2.18,4.8,2.18,False,45.5,43.5,52.0,2,4,6,5,4,6,6,8
구로구,개봉동,한마을,59㎡,8.03,8.0,8.03,8.5,03.09,6.2,0.4,4.55,4.2~4.8,14,10,1999,27,20,49,40,37.4,58.9,-12.7,3.48,1.07,2.62,5.62,2.62,False,55.0,49.5,55.0,4,6,8,5,4,5,4,8
구로구,고척동,벽산,84㎡,9.97,9.95,9.97,10.0,03.14,0.5,2.8,5.22,4.4~6.0,11,6,2003,23,30,59,50,47.4,58.9,-15.1,4.75,0.78,4.3,6.0,4.3,False,58.0,49.5,51.0,6,6,8,3,4,5,4,8
