구,법정동,단지명,면적,매매가,2개월전,2개월평균,최근거래,최근일자,괴리율,추세,전세평균,전세범위,매매건수,전세건수,준공,연식,여의도,청계산,독립문,통근가중,KB전세가율,할인율,갭,갭대출,갭필요현금,실거주대출,실거주필요현금,주상복합,총점_갭,총점_실거주,총점_전월세,S1,S2,S3,S4,S5,S6,S7,S8
종로구,명륜2가,아남1,84㎡,10.8,12.25,10.8,10.8,01.31,-11.8,-5.5,6.92,5.9~7.6,3,3,1995,31,34,45,26,40.6,57.1,9.3,3.88,,4.24,6.0,5.16,False,50.0,47.5,54.0,2,8,3,5,6,5,8,8
종로구,무악동,현대,59㎡,11.33,,11.33,11.699,02.07,,0.5,5.3,5.0~5.9,3,3,2000,26,35,47,8,42.2,57.1,-34.5,6.03,0.7,5.7,6.0,5.7,False,56.0,52.5,60.0,4,8,3,5,10,5,4,8
종로구,무악동,인왕산2차아이파크,84㎡,14.2,13.8,14.2,14.2,03.02,2.9,2.5,7.68,7.6~7.8,4,2,2015,11,35,47,8,42.2,57.1,-19.3,6.52,,6.99,6.0,8.67,False,69.0,64.5,68.0,6,10,6,5,10,7,4,8
종로구,창신동,두산,84㎡,10.97,11.0,10.97,11.2,02.07,1.8,-0.5,5.58,5.2~6.4,4,5,1999,27,39,44,30,42.0,57.1,7.8,5.39,0.42,5.33,6.0,5.33,False,53.0,50.5,57.0,2,8,6,5,6,5,8,8
종로구,무악동,현대,84㎡,14.6,12.298,14.6,14.598,02.10,18.7,18.7,6.86,5.9~7.5,2,5,2000,26,35,47,8,42.2,57.1,-22.7,7.74,,8.22,6.0,9.08,False,77.0,69.5,67.0,10,10,3,5,10,5,4,8
종로구,무악동,인왕산아이파크,84㎡,15.31,13.4,15.31,15.2,02.28,13.4,0.7,7.63,7.0~8.1,6,12,2008,18,35,47,8,42.2,57.1,-28.6,7.68,,8.19,6.0,9.82,False,62.5,58.5,65.0,4,10,6,5,10,6,4,8
종로구,창신동,창신이수,84㎡,9.22,,9.22,9.45,02.25,,5.0,,5.3~5.3,2,1,2003,23,39,44,30,42.0,57.1,22.5,,,,6.0,3.52,False,66.0,62.5,60.0,8,6,3,5,6,5,10,8
종로구,교북동,동아,84㎡,8.9,,8.9,9.0,02.28,,12.8,,,3,0,1995,31,32,44,5,39.2,57.1,25.2,,,,6.0,3.19,False,74.0,71.5,68.0,10,6,3,5,10,5,10,8
종로구,창신동,두산,59㎡,8.9,,8.9,9.05,03.12,,-4.9,4.45,4.2~4.6,3,4,1999,27,39,44,30,42.0,57.1,-5.6,4.45,1.55,3.19,6.0,3.19,False,45.0,41.5,51.0,2,6,3,5,6,5,4,8
중구,중림동,삼성사이버빌리지,59㎡,15.1,15.0,15.1,15.0,02.21,0.0,0.7,6.3,6.2~6.4,3,3,2001,25,20,47,24,36.2,52.5,-14.4,8.8,,9.3,6.0,9.6,False,55.0,52.5,55.0,4,10,3,5,8,5,4,6
중구,신당동,남산타운,59㎡,14.7,14.95,14.7,14.95,02.14,0.0,-2.2,5.37,4.7~6.5,8,20,2002,24,35,28,21,30.8,52.5,-11.4,9.33,0.63,9.19,6.0,9.19,False,57.0,57.5,64.0,2,10,8,7,8,5,4,6
중구,신당동,남산타운,84㎡,16.83,15.95,16.83,17.1,03.10,7.2,2.8,7.03,6.1~7.7,4,19,2002,24,35,28,21,30.8,52.5,-4.0,9.8,,10.36,6.0,11.39,False,67.0,65.5,66.0,6,10,6,7,8,5,4,6
중구,신당동,삼성,84㎡,15.5,15.75,15.5,15.5,02.27,-1.6,-1.6,6.14,5.5~6.6,2,8,1999,27,35,28,21,30.8,52.5,4.2,9.36,,9.87,6.0,10.01,False,53.0,54.5,60.0,2,10,3,7,8,5,6,6
중구,신당동,약수하이츠,84㎡,16.9,,16.9,16.4,02.20,,-5.7,6.87,6.5~7.3,2,10,1999,27,35,28,21,30.8,52.5,-4.4,10.03,,10.59,6.0,11.46,False,52.0,52.5,59.0,2,10,3,7,8,5,4,6
중구,신당동,약수하이츠,59㎡,12.17,14.0,12.17,9.9,02.21,-29.3,-9.3,5.46,4.5~7.5,8,15,1999,27,35,28,21,30.8,52.5,7.8,6.71,0.54,6.57,6.0,6.57,False,59.0,61.5,66.0,2,10,8,7,8,5,8,6
중구,충무로4가,남산센트럴자이,84㎡,12.4,11.96,12.4,12.4,01.28,3.7,3.7,7.35,7.2~7.5,2,2,2009,17,30,34,15,32.4,52.5,23.4,5.05,,5.46,6.0,6.81,False,68.5,71.5,70.0,6,10,3,7,10,6,10,6
중구,신당동,래미안하이베르,84㎡,16.73,,16.73,17.0,02.12,,3.3,7.34,6.5~8.0,2,7,2011,15,35,28,21,30.8,52.5,-3.4,9.39,,9.94,6.0,11.28,False,65.0,64.5,65.0,6,10,3,7,8,7,4,6
중구,신당동,삼성,59㎡,14.23,13.45,14.23,14.3,02.11,6.3,1.6,5.88,5.2~6.5,4,2,1999,27,35,28,21,30.8,52.5,-7.9,8.35,0.12,8.7,6.0,8.7,False,67.0,65.5,66.0,6,10,6,7,8,5,4,6
중구,신당동,래미안하이베르,59㎡,15.5,14.95,15.5,15.5,01.24,3.7,3.7,5.66,5.5~5.9,2,3,2011,15,35,28,21,30.8,52.5,-17.5,9.84,0.34,10.01,6.0,10.01,False,65.0,64.5,65.0,6,10,3,7,8,7,4,6
중구,황학동,롯데캐슬,59㎡,9.92,9.3,9.92,9.5,03.14,2.2,3.7,5.44,5.0~6.0,20,8,2008,18,34,46,26,41.2,52.5,24.8,4.48,0.56,4.25,6.0,4.25,False,64.5,65.5,63.0,6,6,10,5,6,6,10,6
중구,신당동,한진해모로,59㎡,9.4,9.4,,9.4,01.07,0.0,-14.5,,,2,0,2001,25,35,28,21,30.8,52.5,28.8,,,,6.0,3.71,False,49.0,54.5,60.0,2,6,3,7,8,5,10,6
중구,황학동,롯데캐슬,84㎡,11.53,11.9,11.53,11.0,03.05,-7.6,-1.8,6.64,5.6~7.2,9,6,2008,18,34,46,26,41.2,52.5,28.8,4.89,,5.27,6.0,5.91,False,53.5,55.5,58.0,2,8,8,5,6,6,10,6
중구,만리동2가,서울역센트럴자이,84㎡,22.6,22.6,,22.6,01.14,0.0,-0.9,8.69,2.0~10.5,2,19,2017,9,24,49,26,39.0,52.5,-39.6,13.91,,14.66,6.0,17.35,False,50.0,49.5,54.0,2,10,3,5,6,9,4,6
중구,만리동1가,LIG서울역리가,84㎡,17.45,16.7,17.45,17.9,02.27,7.2,4.5,7.95,7.1~8.5,3,8,2012,14,20,45,22,35.0,52.5,-7.8,9.5,,10.08,6.0,12.03,False,71.0,69.5,67.0,8,10,3,7,8,7,4,6
용산구,산천동,한강타운,59㎡,12.42,11.7,12.42,12.5,02.13,6.8,7.3,4.46,3.8~4.9,5,9,2001,25,14,52,33,36.8,38.8,32.7,7.96,1.54,6.83,6.0,6.83,False,72.0,72.0,60.0,9,10,6,5,6,5,10,4
용산구,도원동,삼성래미안,84㎡,18.2,18.0,18.2,18.3,02.12,1.7,1.1,6.52,5.9~7.3,6,13,2001,25,21,49,36,37.8,38.8,20.9,11.68,,12.28,6.0,12.8,False,62.0,62.5,54.0,6,10,6,5,4,5,10,4
용산구,이촌동,강촌,84㎡,28.02,,28.02,28.55,03.04,,3.8,9.18,9.0~9.3,2,4,1998,28,25,38,37,32.8,38.8,-21.8,18.84,,19.76,6.0,22.94,False,59.0,58.5,54.0,6,10,3,7,4,5,4,4
용산구,도원동,삼성래미안,59㎡,16.24,,16.24,17.0,02.13,,3.6,6.0,4.9~6.7,5,15,2001,25,21,49,36,37.8,38.8,12.0,10.24,,10.78,6.0,10.78,False,61.0,60.5,53.0,6,10,6,5,4,5,8,4
용산구,이촌동,대림,59㎡,20.5,19.7,20.5,20.5,01.29,4.1,4.1,4.72,4.3~5.5,2,9,1994,32,25,38,37,32.8,38.8,-11.1,15.78,1.28,15.18,6.0,15.18,False,65.0,63.5,56.0,8,10,3,7,4,5,4,4
용산구,이촌동,한가람,59㎡,25.62,,25.62,25.75,02.10,,2.0,6.71,5.7~8.0,4,17,1998,28,25,38,37,32.8,38.8,-38.8,18.91,,19.76,6.0,20.47,False,62.0,61.5,57.0,6,10,6,7,4,5,4,4
용산구,이촌동,한강(대우),84㎡,27.5,27.5,27.5,27.5,02.04,0.0,0.0,10.05,8.7~11.0,2,4,2000,26,25,38,37,32.8,38.8,-19.6,17.45,,18.36,6.0,22.41,False,53.0,53.5,52.0,4,10,3,7,4,5,4,4
용산구,원효로4가,강변삼성스위트,59㎡,15.4,13.93,15.4,15.4,01.26,10.6,10.6,5.64,5.2~6.0,2,5,1999,27,17,55,36,39.8,38.8,16.6,9.76,0.36,9.91,6.0,9.91,False,71.0,69.5,55.0,10,10,3,5,4,5,10,4
용산구,용문동,브라운스톤,84㎡,19.5,17.4,19.5,19.5,02.26,12.1,12.1,7.41,6.8~8.0,2,2,2011,15,18,46,33,34.8,38.8,15.2,12.09,,12.73,6.0,14.14,False,76.0,78.5,66.0,10,10,3,7,6,7,10,4
용산구,보광동,신동아1,84㎡,40.0,40.0,40.0,38.0,02.13,-5.0,-1.7,6.14,5.5~7.5,4,4,1992,34,29,36,33,33.2,38.8,-73.9,33.86,,35.18,6.0,35.32,False,51.0,53.5,56.0,2,10,6,7,6,5,4,4
용산구,이촌동,강촌,59㎡,24.5,22.5,24.5,24.5,02.13,8.9,8.9,6.15,4.3~7.2,2,14,1998,28,25,38,37,32.8,38.8,-32.7,18.35,,19.16,6.0,19.31,False,68.0,66.0,57.0,9,10,3,7,4,5,4,4
용산구,효창동,용산데시앙포레,59㎡,17.0,17.0,,17.0,01.10,0.0,11.8,7.71,6.8~8.4,2,10,2022,4,20,48,35,36.8,38.8,7.9,9.29,,9.85,6.0,11.56,False,73.5,74.5,62.0,10,10,3,5,6,10,8,4
용산구,이촌동,이촌코오롱(A),59㎡,23.3,23.85,23.3,23.3,02.14,-2.3,-2.3,6.38,5.7~6.8,2,8,1999,27,25,38,37,32.8,38.8,-26.2,16.92,,17.69,6.0,18.07,False,47.0,48.5,50.0,2,10,3,7,4,5,4,4
용산구,원효로1가,용산더프라임,59㎡,14.5,14.0,14.5,14.5,03.13,3.6,3.6,6.92,6.8~7.0,2,4,2014,12,19,44,25,34.0,38.8,21.4,7.58,,8.06,6.0,8.98,False,65.0,70.5,65.0,6,10,3,7,8,7,10,4
용산구,용산동2가,한신,84㎡,12.2,,12.2,12.5,02.27,,5.0,,4.2~4.2,2,1,1981,45,32,53,42,44.6,38.8,47.0,,,,6.0,6.6,False,66.0,66.5,55.0,8,10,3,5,4,7,10,4
용산구,한남동,한남동동원베네스트,84㎡,16.48,,16.48,17.2,02.09,,9.2,,,2,0,2010,16,28,41,30,35.8,38.8,28.3,,,,6.0,11.02,False,72.5,75.0,64.0,9,10,3,7,6,6,10,4
성동구,금호동1가,벽산,84㎡,17.55,17.0,17.55,16.75,02.27,-1.5,-1.5,5.59,4.6~6.0,6,15,2001,25,32,35,32,33.8,41.5,5.4,11.96,0.41,12.13,6.0,12.13,False,53.0,57.5,58.0,2,10,6,7,6,5,8,4
성동구,금호동4가,대우,84㎡,20.5,18.9,20.5,20.0,01.31,5.8,8.5,7.42,6.3~10.0,3,14,2001,25,40,33,30,35.8,41.5,-10.4,13.08,,13.76,6.0,15.18,False,69.0,68.0,60.0,9,10,3,7,6,5,4,4
성동구,옥수동,극동그린,84㎡,15.7,16.0,15.7,16.0,02.01,0.0,-1.9,6.38,6.0~6.8,4,3,1997,29,33,26,23,28.8,41.5,15.4,9.32,,9.84,6.0,10.22,False,56.5,64.0,65.0,2,10,6,8,8,5,10,4
성동구,응봉동,대림강변타운,59㎡,17.25,16.5,17.25,17.25,01.29,4.5,4.5,6.06,5.7~6.3,2,16,2001,25,33,36,33,34.8,41.5,-14.0,11.19,,11.76,6.0,11.82,False,66.0,65.5,59.0,8,10,3,7,6,5,4,4
성동구,금호동3가,두산,59㎡,15.63,,15.63,16.35,03.10,,1.9,5.03,4.6~5.5,5,10,1994,32,33,48,28,42.0,41.5,-3.3,10.6,0.97,10.15,6.0,10.15,False,60.0,58.5,54.0,6,10,6,5,6,5,4,4
성동구,옥수동,현대,84㎡,21.7,19.0,21.7,21.7,01.29,14.2,14.2,6.2,6.0~6.3,2,3,1990,36,33,26,23,28.8,41.5,-16.9,15.5,,16.22,6.0,16.42,False,75.5,77.0,69.0,10,10,3,8,8,7,4,4
성동구,마장동,세림,84㎡,14.8,14.95,14.8,14.8,02.13,-1.0,-1.0,3.98,3.5~5.0,2,5,1986,40,37,44,32,41.2,41.5,20.3,10.82,2.02,9.29,6.0,9.29,False,49.0,53.5,52.0,2,10,3,5,6,7,10,4
성동구,금호동2가,신금호파크자이,59㎡,21.02,20.8,21.02,22.1,02.19,6.3,4.3,7.37,6.5~8.0,6,18,2016,10,29,44,24,38.0,41.5,-39.0,13.65,,14.34,6.0,15.71,False,69.0,69.5,63.0,8,10,6,5,8,9,4,4
성동구,금호동4가,서울숲르씨엘,59㎡,13.7,13.7,,13.7,01.21,0.0,-1.4,6.63,6.4~7.0,2,3,2023,3,40,33,30,35.8,41.5,9.4,7.07,,7.52,6.0,8.15,False,52.5,59.5,60.0,2,10,3,7,6,10,8,4
성동구,옥수동,옥수파크힐스101동~116동,84㎡,26.95,,26.95,27.5,01.31,,4.2,10.47,10.0~11.0,2,13,2016,10,33,26,23,28.8,41.5,-45.2,16.48,,17.37,6.0,21.84,False,70.5,74.0,69.0,8,10,3,8,8,9,4,4
성동구,송정동,서울숲아이파크,84㎡,13.45,13.0,13.45,13.45,01.28,3.5,3.5,,,2,0,2009,17,49,51,44,50.2,41.5,27.5,,,,6.0,7.89,False,56.5,55.5,46.0,6,10,3,3,4,6,10,4
성동구,도선동,삼성쉐르빌,84㎡,12.0,10.5,12.0,12.0,02.19,14.3,14.3,6.74,6.3~7.0,2,6,2006,20,38,42,30,40.4,41.5,35.3,5.26,,5.66,6.0,6.4,False,72.5,72.5,59.0,10,10,3,5,6,6,10,4
성동구,금호동1가,벽산,59㎡,16.35,14.8,16.35,16.45,02.20,11.1,5.0,4.58,4.2~4.9,5,9,2001,25,32,35,32,33.8,41.5,-8.1,11.77,1.42,10.89,6.0,10.89,False,69.0,68.5,62.0,8,10,6,7,6,5,4,4
성동구,마장동,왕십리삼성아파트,84㎡,14.74,,14.74,14.38,01.30,,-4.8,,5.3~5.3,2,1,1996,30,37,44,32,41.2,41.5,20.6,,,,6.0,9.23,False,48.0,51.5,50.0,2,10,3,5,6,5,10,4
성동구,행당동,신동아,84㎡,16.9,15.0,16.9,16.9,02.12,12.7,12.7,,5.3~5.3,2,1,1995,31,38,42,30,40.4,41.5,9.0,,,,6.0,11.46,False,71.0,69.5,57.0,10,10,3,5,6,5,8,4
성동구,성수동2가,롯데캐슬파크,84㎡,21.0,20.3,21.0,21.0,02.13,3.4,2.2,8.16,6.3~10.0,3,2,2003,23,43,38,35,40.0,41.5,-13.1,12.84,,13.53,6.0,15.69,False,57.0,55.5,51.0,6,10,3,5,6,5,4,4
성동구,성수동1가,동아그린,59㎡,14.82,12.0,14.82,14.7,03.14,22.5,23.5,5.37,5.0~5.6,3,3,1999,27,39,33,35,35.4,41.5,2.0,9.45,0.63,9.31,6.0,9.31,False,73.0,72.5,62.0,10,10,3,7,6,5,6,4
성동구,행당동,대림e-편한세상,59㎡,16.0,15.0,16.0,16.4,03.07,9.3,1.8,5.62,4.7~6.2,7,23,2000,26,38,42,30,40.4,41.5,-5.8,10.38,0.38,10.53,6.0,10.53,False,60.0,58.5,54.0,6,10,6,5,6,5,4,4
성동구,행당동,행당한진타운,84㎡,16.99,,16.99,18.8,02.19,,25.7,7.5,7.2~8.0,4,11,2000,26,38,42,30,40.4,41.5,8.5,9.49,,10.05,6.0,11.55,False,74.0,72.5,60.0,10,10,6,5,6,5,8,4
성동구,응봉동,신동아,59㎡,13.0,12.38,13.0,13.0,02.05,5.0,4.6,4.15,3.8~4.3,6,5,1996,30,33,36,33,34.8,41.5,14.1,8.85,1.85,7.43,6.0,7.43,False,71.0,72.5,64.0,8,10,6,7,6,5,8,4
성동구,송정동,건영,59㎡,9.72,,9.72,9.9,02.05,,1.0,,4.2~4.2,3,1,2000,26,49,51,44,50.2,41.5,35.7,,,,6.0,4.04,False,50.0,50.5,43.0,6,6,3,3,4,5,10,4
성동구,행당동,서울숲 한신 더 휴,84㎡,18.8,18.2,18.8,18.8,02.07,3.3,3.3,6.67,6.2~7.0,2,5,2003,23,38,42,30,40.4,41.5,-1.3,12.13,,12.75,6.0,13.42,False,57.0,55.5,51.0,6,10,3,5,6,5,4,4
성동구,하왕십리동,센트라스,84㎡,23.8,23.8,,23.8,01.13,0.0,-4.0,9.66,8.4~12.0,2,30,2016,10,34,42,26,38.8,41.5,-28.2,14.14,,14.93,6.0,18.59,False,47.0,49.5,51.0,2,10,3,5,6,9,4,4
성동구,하왕십리동,왕십리KCC스위첸,84㎡,16.0,16.0,,16.0,01.19,0.0,1.3,,,2,0,2016,10,34,42,26,38.8,41.5,13.8,,,,6.0,10.53,False,61.0,63.5,57.0,6,10,3,5,6,9,8,4
성동구,하왕십리동,센트라스,59㎡,19.73,20.9,19.73,18.0,03.20,-13.9,-5.6,7.64,5.8~8.5,3,27,2016,10,34,42,26,38.8,41.5,-30.4,12.09,,12.74,6.0,14.38,False,47.0,49.5,51.0,2,10,3,5,6,9,4,4
성동구,응봉동,신동아,84㎡,15.27,14.7,15.27,15.27,02.05,3.9,3.9,5.21,4.5~5.9,2,4,1996,30,33,36,33,34.8,41.5,17.7,10.06,0.79,9.77,6.0,9.77,False,63.0,66.5,60.0,6,10,3,7,6,5,10,4
성동구,마장동,현대,59㎡,12.36,12.35,12.36,12.85,02.28,4.0,4.2,4.21,3.3~4.7,7,4,1998,28,37,44,32,41.2,41.5,18.3,8.15,1.79,6.77,6.0,6.77,False,69.0,69.5,59.0,8,10,6,5,6,5,10,4
성동구,성수동1가,우성,84㎡,15.5,14.4,15.5,15.5,02.23,7.6,7.6,6.25,6.2~6.3,2,2,2004,22,39,33,35,35.4,41.5,16.5,9.25,,9.76,6.0,10.01,False,72.0,74.0,63.0,9,10,3,7,6,5,10,4
성동구,금호동3가,금호자이2차,59㎡,17.58,17.3,17.58,17.85,03.07,3.2,1.6,,6.7~6.7,3,1,2012,14,33,48,28,42.0,41.5,-16.2,,,,6.0,12.16,False,58.0,57.5,53.0,6,10,3,5,6,7,4,4
성동구,마장동,마장동중앙하이츠,59㎡,10.8,10.8,,10.8,01.10,0.0,1.4,,3.8~3.8,2,1,1999,27,37,44,32,41.2,41.5,28.6,,,,6.0,5.16,False,57.0,59.5,53.0,6,8,3,5,6,5,10,4
성동구,하왕십리동,무학현대,84㎡,11.7,11.3,11.7,11.5,02.28,1.8,3.5,5.02,4.5~5.6,3,4,1996,30,34,42,26,38.8,41.5,37.0,6.68,0.98,6.09,6.0,6.09,False,57.0,59.5,53.0,6,8,3,5,6,5,10,4
성동구,행당동,행당한진타운,59㎡,17.0,16.45,17.0,17.0,02.05,3.3,3.3,5.68,4.6~6.3,2,20,2000,26,38,42,30,40.4,41.5,-12.4,11.32,0.32,11.56,6.0,11.56,False,57.0,55.5,51.0,6,10,3,5,6,5,4,4
성동구,성수동1가,트리마제,84㎡,63.0,57.8,63.0,63.0,02.11,9.0,9.0,,,2,0,2017,9,39,33,35,35.4,41.5,-239.4,,,,6.0,59.08,False,71.0,72.0,64.0,9,10,3,7,6,9,4,4
성동구,행당동,서울숲 한신 더 휴,59㎡,16.7,16.55,16.7,16.7,02.11,0.9,0.9,5.98,4.8~6.6,2,10,2003,23,38,42,30,40.4,41.5,-10.4,10.72,0.02,11.25,6.0,11.25,False,51.0,50.5,49.0,4,10,3,5,6,5,4,4
성동구,하왕십리동,극동미라주,59㎡,13.03,,13.03,12.75,02.10,,-4.1,4.28,4.2~4.4,2,3,2001,25,34,42,26,38.8,41.5,13.9,8.75,1.72,7.46,6.0,7.46,False,47.0,49.5,49.0,2,10,3,5,6,5,8,4
성동구,금호동3가,금호한신,59㎡,15.3,,15.3,15.9,02.26,,8.2,5.92,5.5~6.2,2,4,2005,21,33,48,28,42.0,41.5,-1.2,9.38,0.08,9.8,6.0,9.8,False,66.0,63.0,54.0,9,10,3,5,6,5,4,4
성동구,금호동4가,브라운스톤금호,84㎡,18.65,,18.65,19.8,02.19,,13.1,8.44,7.0~9.0,2,7,2007,19,40,33,30,35.8,41.5,-0.5,10.21,,10.83,6.0,13.27,False,72.5,71.5,62.0,10,10,3,7,6,6,4,4
성동구,성수동1가,쌍용,59㎡,18.85,,18.85,19.2,02.21,,3.8,5.63,4.7~6.2,2,10,1997,29,39,33,35,35.4,41.5,-24.6,13.22,0.37,13.47,6.0,13.47,False,60.0,60.5,57.0,6,10,3,7,6,5,4,4
성동구,하왕십리동,왕십리자이,84㎡,18.75,,18.75,19.0,03.05,,2.7,,8.6~8.6,2,1,2017,9,34,42,26,38.8,41.5,-1.0,,,,6.0,13.37,False,59.0,59.5,55.0,6,10,3,5,6,9,4,4
성동구,행당동,두산,59㎡,11.45,,11.45,10.9,02.13,,-9.2,,5.5~5.5,2,1,1997,29,38,42,30,40.4,41.5,24.3,,,,6.0,5.83,False,45.0,49.5,49.0,2,8,3,5,6,5,10,4
성동구,행당동,대림e-편한세상,84㎡,17.8,,17.8,17.7,02.11,,-1.1,6.93,6.2~7.7,2,20,2000,26,38,42,30,40.4,41.5,4.1,10.87,,11.46,6.0,12.39,False,46.0,47.5,48.0,2,10,3,5,6,5,6,4
성동구,용답동,중앙하이츠,84㎡,10.62,,10.62,11.1,02.10,,9.4,,,2,0,1995,31,41,47,36,44.6,41.5,42.8,,,,6.0,4.97,False,65.0,65.0,53.0,9,8,3,5,4,5,10,4
성동구,응봉동,대림(2차),84㎡,16.1,,16.1,15.8,03.03,,-3.7,5.56,4.9~6.3,2,8,1989,37,33,36,33,34.8,41.5,13.3,10.54,0.44,10.63,6.0,10.63,False,51.0,56.5,57.0,2,10,3,7,6,7,8,4
성동구,마장동,대성유니드,84㎡,13.5,,13.5,14.0,03.02,,7.7,6.0,6.0~6.0,2,2,2004,22,37,44,32,41.2,41.5,27.3,7.5,,7.95,6.0,7.95,False,69.0,69.0,57.0,9,10,3,5,6,5,10,4
광진구,구의동,구의현대6단지,84㎡,18.3,17.7,18.3,18.3,02.05,3.4,3.4,7.62,6.8~9.0,2,8,1994,32,50,48,45,48.8,45.9,11.0,10.68,,11.28,6.0,12.9,False,55.0,52.5,44.0,6,10,3,3,4,5,8,4
광진구,중곡동,중곡1단지,59㎡,5.32,4.995,5.32,5.5,02.07,10.1,5.5,,,5,0,1976,50,48,38,45,42.0,45.9,56.5,,,,3.72,1.65,False,60.0,63.5,55.0,8,4,6,5,4,7,10,4
광진구,자양동,자양우성7,59㎡,14.22,,14.22,15.9,02.25,,24.0,6.16,5.2~6.9,4,8,1998,28,43,33,48,37.0,45.9,-16.4,8.06,,8.53,6.0,8.69,False,71.0,66.5,55.0,10,10,6,5,4,5,4,4
광진구,구의동,e편한세상광진그랜드파크,84㎡,19.15,19.15,,19.15,01.20,0.0,3.0,10.49,9.5~11.8,3,16,2021,5,50,48,45,48.8,45.9,6.9,8.66,,9.29,6.0,13.78,False,57.5,57.5,49.0,6,10,3,3,4,10,8,4
광진구,구의동,구의현대2단지,84㎡,22.31,22.2,22.31,23.05,02.24,3.8,0.1,8.16,5.9~9.5,6,14,1996,30,50,48,45,48.8,45.9,-8.5,14.15,,14.89,6.0,17.05,False,50.0,46.5,43.0,4,10,6,3,4,5,4,4
광진구,광장동,청구,84㎡,19.69,,19.69,20.83,02.11,,5.9,,,3,0,1996,30,45,43,40,43.8,45.9,4.2,,,,6.0,14.34,False,63.0,60.5,51.0,8,10,3,5,4,5,6,4
광진구,구의동,현대프라임,84㎡,22.0,21.0,22.0,22.0,02.10,4.8,4.8,7.9,6.3~9.5,2,2,1997,29,50,48,45,48.8,45.9,-7.0,14.1,,14.83,6.0,16.73,False,59.0,53.5,44.0,8,10,3,3,4,5,4,4
광진구,자양동,자양현대6,59㎡,14.4,14.4,,14.4,01.14,0.0,6.7,,5.0~5.0,2,1,1999,27,43,33,48,37.0,45.9,-17.9,,,,6.0,8.88,False,62.0,58.5,50.0,8,10,3,5,4,5,4,4
광진구,광장동,광장힐스테이트,59㎡,22.4,22.3,22.4,22.4,02.09,0.4,0.4,,7.9~7.9,2,1,2012,14,45,43,40,43.8,45.9,-83.3,,,,6.0,17.14,False,51.0,50.5,48.0,4,10,3,5,4,7,4,4
광진구,구의동,현대프라임,59㎡,18.0,17.1,18.0,18.0,02.14,5.3,5.3,6.18,5.0~7.0,3,16,1997,29,50,48,45,48.8,45.9,-47.3,11.82,,12.41,6.0,12.59,False,59.0,53.5,44.0,8,10,3,3,4,5,4,4
광진구,자양동,그랜드아파트,59㎡,7.75,,7.75,7.3,02.24,,-11.0,,,2,0,2023,3,43,33,48,37.0,45.9,36.6,,,,5.42,2.51,False,40.5,48.5,49.0,2,4,3,5,4,10,10,4
광진구,중곡동,성원,59㎡,5.48,,5.48,5.68,02.12,,7.6,,3.2~3.2,2,1,1998,28,48,38,45,42.0,45.9,55.1,,,,3.84,1.7,False,59.0,61.0,51.0,9,4,3,5,4,5,10,4
광진구,자양동,우성1,59㎡,14.8,,14.8,14.8,02.09,,0.0,4.29,3.4~5.0,2,8,1988,38,43,33,48,37.0,45.9,-21.1,10.51,1.71,9.29,6.0,9.29,False,51.0,50.5,48.0,4,10,3,5,4,7,4,4
광진구,광장동,"현대8(801동,802동)",84㎡,22.3,,22.3,22.35,02.07,,0.4,7.84,7.0~9.0,2,7,1995,31,45,43,40,43.8,45.9,-8.5,14.46,,15.2,6.0,17.04,False,50.0,48.5,46.0,4,10,3,5,4,5,4,4
광진구,군자동,일성파크,59㎡,8.45,,8.45,8.74,03.13,,7.2,4.25,4.0~4.5,2,2,1996,30,46,36,47,40.0,45.9,30.8,4.2,1.66,2.78,5.91,2.78,False,62.0,63.0,52.0,9,6,3,5,4,5,10,4
동대문구,답십리동,청계한신휴플러스,84㎡,14.93,13.0,14.93,15.0,02.18,15.4,6.4,6.58,6.3~6.8,4,6,2010,16,40,46,35,43.6,54.7,-38.4,8.35,,8.84,6.0,9.42,False,69.5,64.5,60.0,8,10,6,5,6,6,4,6
동대문구,이문동,대성유니드아파트,84㎡,8.35,8.4,8.35,8.35,01.25,-0.6,-0.6,4.25,3.7~5.0,2,3,2012,14,48,52,38,50.4,54.7,22.6,4.1,1.59,2.74,5.84,2.74,False,42.0,42.5,44.0,2,6,3,3,4,7,10,6
동대문구,전농동,전농SK,84㎡,11.14,10.7,11.14,11.45,02.11,7.0,5.4,5.24,4.4~6.5,8,8,2000,26,44,48,34,46.4,54.7,-3.3,5.9,0.76,5.51,6.0,5.51,False,65.0,58.5,54.0,8,8,8,3,6,5,4,6
동대문구,휘경동,현대,84㎡,7.2,,7.2,7.2,01.29,,0.0,,4.8~4.8,2,1,1992,34,45,49,35,47.4,54.7,33.2,,,,5.04,2.3,False,45.0,45.5,46.0,4,4,3,3,6,5,10,6
동대문구,용두동,청량리역해링턴플레이스,84㎡,14.8,14.8,,14.8,01.22,0.0,4.0,6.15,4.4~7.6,3,5,2023,3,36,44,26,40.8,54.7,-37.2,8.65,,9.14,6.0,9.29,False,68.5,65.5,61.0,8,10,3,5,6,10,4,6
동대문구,장안동,장안힐스테이트,84㎡,11.74,11.6,11.74,11.2,02.28,-3.4,5.8,6.48,6.3~7.0,7,4,2007,19,49,51,44,50.2,54.7,-8.9,5.26,,5.65,6.0,6.13,False,62.5,55.5,50.0,8,8,6,3,4,6,4,6
